ID,task_id,source,ans_id,instruction_link,answer_link
15,find_office_chairs,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_office_chairs/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_office_chairs/Perplexity_AI/1
16,find_office_chairs,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_office_chairs/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_office_chairs/SearchGPT/1
17,find_gpu_provider,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_gpu_provider/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_gpu_provider/Perplexity_AI/1
18,find_gpu_provider,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_gpu_provider/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_gpu_provider/SearchGPT/1
19,find_smartphone,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_smartphone/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_smartphone/Perplexity_AI/1
20,find_smartphone,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_smartphone/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_smartphone/SearchGPT/1
21,plan_nlp_learning,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/plan_nlp_learning/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/plan_nlp_learning/Perplexity_AI/1
22,plan_nlp_learning,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/plan_nlp_learning/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/plan_nlp_learning/SearchGPT/1
23,find_tennis_racket,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_tennis_racket/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_tennis_racket/Perplexity_AI/1
24,find_tennis_racket,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_tennis_racket/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_tennis_racket/SearchGPT/1
25,find_perfume,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_perfume/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_perfume/Perplexity_AI/1
26,find_perfume,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_perfume/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_perfume/SearchGPT/1
27,nyc_sport_event,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/nyc_sport_event/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/nyc_sport_event/Perplexity_AI/1
28,nyc_sport_event,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/nyc_sport_event/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/nyc_sport_event/SearchGPT/1
29,find_apartment,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_apartment/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_apartment/Perplexity_AI/1
30,find_apartment,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_apartment/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_apartment/SearchGPT/1
31,vegan_restaurant_pickup,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/vegan_restaurant_pickup/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/vegan_restaurant_pickup/Perplexity_AI/1
32,vegan_restaurant_pickup,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/vegan_restaurant_pickup/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/vegan_restaurant_pickup/SearchGPT/1
33,spinning_class,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/spinning_class/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/spinning_class/Perplexity_AI/1
34,spinning_class,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/spinning_class/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/spinning_class/SearchGPT/1
35,curate_jazz_songs,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_jazz_songs/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_jazz_songs/Perplexity_AI/1
36,curate_jazz_songs,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_jazz_songs/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_jazz_songs/SearchGPT/1
37,find_laptop_i9,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_laptop_i9/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_laptop_i9/Perplexity_AI/1
38,find_laptop_i9,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_laptop_i9/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_laptop_i9/SearchGPT/1
39,curate_album_grammy,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_album_grammy/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_album_grammy/Perplexity_AI/1
40,curate_album_grammy,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_album_grammy/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_album_grammy/SearchGPT/1
41,national_park_unesco,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/national_park_unesco/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/national_park_unesco/Perplexity_AI/1
42,national_park_unesco,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/national_park_unesco/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/national_park_unesco/SearchGPT/1
43,curate_cocktail_recipes,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_cocktail_recipes/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_cocktail_recipes/Perplexity_AI/1
44,curate_cocktail_recipes,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/curate_cocktail_recipes/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/curate_cocktail_recipes/SearchGPT/1
45,find_bike_2024,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_bike_2024/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_bike_2024/Perplexity_AI/1
46,find_bike_2024,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_bike_2024/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_bike_2024/SearchGPT/1
47,search_bio_grant,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/search_bio_grant/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/search_bio_grant/Perplexity_AI/1
48,search_bio_grant,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/search_bio_grant/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/search_bio_grant/SearchGPT/1
49,protein_vis_software,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/protein_vis_software/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/protein_vis_software/Perplexity_AI/1
50,protein_vis_software,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/protein_vis_software/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/protein_vis_software/SearchGPT/1
51,doudna_academic_lineage,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/doudna_academic_lineage/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/doudna_academic_lineage/Perplexity_AI/1
52,doudna_academic_lineage,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/doudna_academic_lineage/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/doudna_academic_lineage/SearchGPT/1
53,find_ad_patent,Perplexity_AI,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_ad_patent/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_ad_patent/Perplexity_AI/1
54,find_ad_patent,SearchGPT,1,https://raw.githubusercontent.com//tzmhuang/M2W2_answers/refs/heads/main/task_instructions/find_ad_patent/instruction.txt,https://raw.githubusercontent.com/tzmhuang/M2W2_answers/refs/heads/main/answers/find_ad_patent/SearchGPT/1
